[INFO] Scanning for projects...
[WARNING] 
[WARNING] Some problems were encountered while building the effective model for org.nlopt4j:optimizer:jar:1.0-SNAPSHOT
[WARNING] 'build.plugins.plugin.version' for org.apache.maven.plugins:maven-compiler-plugin is missing. @ line 20, column 15
[WARNING] 
[WARNING] Some problems were encountered while building the effective model for org.nlopt4j:libnlopt4j:jnilib:1.0-SNAPSHOT
[WARNING] 'build.plugins.plugin.version' for org.apache.maven.plugins:maven-compiler-plugin is missing. @ org.nlopt4j:parent:1.0-SNAPSHOT, /Users/patrickli/git/nlopt4j/pom.xml, line 14, column 15
[WARNING] 'build.plugins.plugin.version' for org.apache.maven.plugins:maven-surefire-plugin is missing. @ line 65, column 15
[WARNING] 'build.plugins.plugin.version' for org.codehaus.mojo:native-maven-plugin is missing. @ line 28, column 15
[WARNING] 
[WARNING] Some problems were encountered while building the effective model for org.nlopt4j:parent:pom:1.0-SNAPSHOT
[WARNING] 'build.plugins.plugin.version' for org.apache.maven.plugins:maven-compiler-plugin is missing. @ line 14, column 15
[WARNING] 
[WARNING] It is highly recommended to fix these problems because they threaten the stability of your build.
[WARNING] 
[WARNING] For this reason, future Maven versions might no longer support building such malformed projects.
[WARNING] 
[INFO] ------------------------------------------------------------------------
[INFO] Reactor Build Order:
[INFO] 
[INFO] parent                                                             [pom]
[INFO] optimizer                                                          [jar]
[INFO] libnlopt4j                                                      [jnilib]
[INFO] 
[INFO] -------------------------< org.nlopt4j:parent >-------------------------
[INFO] Building parent 1.0-SNAPSHOT                                       [1/3]
[INFO] --------------------------------[ pom ]---------------------------------
[INFO] 
[INFO] -----------------------< org.nlopt4j:optimizer >------------------------
[INFO] Building optimizer 1.0-SNAPSHOT                                    [2/3]
[INFO] --------------------------------[ jar ]---------------------------------
[WARNING] The POM for Stock-analysis:Stock-analysis:jar:0.0.1-SNAPSHOT is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
[INFO] 
[INFO] --- maven-resources-plugin:2.6:resources (default-resources) @ optimizer ---
[WARNING] Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
[INFO] skip non existing resourceDirectory /Users/patrickli/git/nlopt4j/maven-java/src/main/resources
[INFO] 
[INFO] --- maven-compiler-plugin:3.1:compile (default-compile) @ optimizer ---
[INFO] Nothing to compile - all classes are up to date
[INFO] 
[INFO] --- maven-resources-plugin:2.6:testResources (default-testResources) @ optimizer ---
[WARNING] Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
[INFO] skip non existing resourceDirectory /Users/patrickli/git/nlopt4j/maven-java/src/test/resources
[INFO] 
[INFO] --- maven-compiler-plugin:3.1:testCompile (default-testCompile) @ optimizer ---
[INFO] No sources to compile
[INFO] 
[INFO] --- maven-surefire-plugin:2.12.4:test (default-test) @ optimizer ---
[INFO] No tests to run.
[INFO] 
[INFO] -----------------------< org.nlopt4j:libnlopt4j >-----------------------
[INFO] Building libnlopt4j 1.0-SNAPSHOT                                   [3/3]
[INFO] -------------------------------[ jnilib ]-------------------------------
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:initialize (default-initialize) @ libnlopt4j ---
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:unzipinc (default-unzipinc) @ libnlopt4j ---
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:javah (default-javah) @ libnlopt4j ---
[INFO] /bin/sh -c cd '/Users/patrickli/git/nlopt4j/maven-macosx/target' && 'javah' '-o' '/Users/patrickli/git/nlopt4j/include/nlopt_jni.h' '-classpath' '/Users/patrickli/git/nlopt4j/maven-macosx/target/classes:/Users/patrickli/git/nlopt4j/maven-java/target/classes:/Users/patrickli/.m2/repository/junit/junit/4.11/junit-4.11.jar:/Users/patrickli/.m2/repository/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:/Users/patrickli/.m2/repository/Stock-analysis/Stock-analysis/0.0.1-SNAPSHOT/Stock-analysis-0.0.1-SNAPSHOT.jar:/Users/patrickli/.m2/repository/org/apache/commons/commons-lang3/3.9/commons-lang3-3.9.jar' 'org.nlopt4j.optimizer.NLopt'
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:compile (default-compile) @ libnlopt4j ---
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:link (default-link) @ libnlopt4j ---
[INFO] /bin/sh -c cd '/Users/patrickli/git/nlopt4j/maven-macosx/target' && 'gcc' '-dynamiclib' '-framework' 'JavaVM' '/Users/patrickli/nlopt/lib/libnlopt.dylib' '-o' '/Users/patrickli/git/nlopt4j/maven-macosx/target/libnlopt4j.jnilib' 'objs/nlopt_jni.o'
[INFO] 
[INFO] --- maven-resources-plugin:3.1.0:testResources (default-testResources) @ libnlopt4j ---
[WARNING] Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
[INFO] skip non existing resourceDirectory /Users/patrickli/git/nlopt4j/maven-macosx/src/test/resources
[INFO] 
[INFO] --- maven-compiler-plugin:3.8.1:testCompile (default-testCompile) @ libnlopt4j ---
[INFO] Nothing to compile - all classes are up to date
[INFO] 
[INFO] --- maven-surefire-plugin:3.0.0-M4:test (default-test) @ libnlopt4j ---
[INFO] 
[INFO] -------------------------------------------------------
[INFO]  T E S T S
[INFO] -------------------------------------------------------
[INFO] Running org.nlopt4j.optimizer.TestAlgoPerformance_CRS2_LM
##########09:18:37 NLOPT_Start_Time
Run,RSIMagnitude,RSILowerThan,SMAMagnitude,VolumeHigherThan,ReentryRSIMagnitude,ReentryRSILowerThan,TakeProfit,StopLoss,StartExecute,EndExecute,NetProfit,AnnualIncrement,TotalTradedVolume
466,9,34.26,52,1.78,113,48.01,1.32,0.77,12:20:08,12:20:22,1237655.1378249999,0.08514277818189875,3.7966944397499986E7
467,9,40.0,57,1.82,300,50.0,1.32,0.75,12:20:22,12:20:45,3267189.463511,0.13177538986583182,7.729984399890004E7
468,9,35.93,51,1.78,177,48.33,1.33,0.77,12:20:45,12:21:02,1745124.830914,0.10072778273547134,4.8480229348599985E7
469,9,33.36,52,1.68,155,48.03,1.32,0.78,12:21:02,12:21:17,1200408.73113,0.08381315089482144,3.8917764117000006E7
470,9,40.0,59,1.89,300,50.0,1.32,0.75,12:21:17,12:21:40,1981435.19392,0.10676226660287558,5.538529923799999E7
471,9,40.0,68,2.0,300,47.93,1.29,0.77,12:21:40,12:22:00,704733.4994379997,0.062298287568828714,2.57840302762E7
472,9,40.0,52,1.77,300,50.0,1.32,0.75,12:22:00,12:22:24,2559399.733344,0.11932880697888981,6.20850553256E7
473,9,40.0,68,1.73,293,50.0,1.32,0.75,12:22:24,12:22:45,1736272.323908,0.10048906156624615,4.283584848919999E7
474,9,34.68,30,1.83,73,50.0,1.31,0.76,12:22:45,12:23:00,1530094.5185970003,0.09463067247895585,4.334237069029999E7
475,9,40.0,79,1.74,161,48.93,1.3,0.77,12:23:00,12:23:17,1630011.8492030005,0.09754399018316051,5.253659036970001E7
476,9,40.0,73,1.58,300,47.58,1.29,0.75,12:23:17,12:23:38,1504911.1961809997,0.09387256277437372,4.787930064189996E7
477,9,40.0,52,1.88,300,50.0,1.32,0.75,12:23:38,12:24:01,2366484.406539,0.11542632419610155,6.394542175609998E7
478,9,39.81,63,1.71,247,49.05,1.31,0.75,12:24:01,12:24:22,1923718.146958,0.10534518633395296,4.668519214419998E7
479,9,40.0,75,1.94,300,49.19,1.29,0.77,12:24:22,12:24:43,984882.5344520002,0.07544228543823772,3.5397977424800016E7
480,9,39.99,43,1.79,299,50.0,1.34,0.75,12:24:43,12:25:05,2030179.1480290005,0.10793275696719773,4.6793524387099996E7
481,9,36.6,47,1.87,220,49.58,1.32,0.78,12:25:05,12:25:24,1847251.4176540002,0.10341296398258715,4.76899168146E7
482,9,40.0,70,1.8,300,49.43,1.32,0.75,12:25:24,12:25:46,1460011.385899,0.09249563672014305,3.553499926009999E7
483,9,39.99,46,1.85,300,50.0,1.32,0.75,12:25:46,12:26:08,1011440.8130010003,0.07654297678030564,2.95819849099E7
484,9,34.75,42,1.75,102,47.6,1.34,0.75,12:26:08,12:26:22,1689425.860251,0.09920912555665251,3.73547639949E7
485,9,39.86,53,1.69,206,48.95,1.3,0.76,12:26:22,12:26:41,945736.1226390002,0.07377982577216646,3.3106227256100006E7
486,9,40.0,57,1.93,300,50.0,1.33,0.75,12:26:41,12:27:03,1137781.19517,0.08150511359808754,3.2793485953000013E7
487,9,40.0,68,1.63,300,48.21,1.29,0.75,12:27:03,12:27:25,1659553.3747839998,0.09837791536112594,5.5884992301600024E7
488,9,34.7,48,1.83,142,47.89,1.3,0.78,12:27:25,12:27:41,2068846.0570510002,0.1088448383431877,6.525310251490001E7
489,9,36.66,52,1.9,259,48.58,1.33,0.79,12:27:41,12:28:01,1409546.329862,0.09090763431047755,4.5003510183800004E7
490,9,40.0,57,1.76,300,50.0,1.31,0.75,12:28:01,12:28:23,1759700.7079869998,0.10111871260690664,4.499707236129999E7
491,9,36.36,32,1.75,118,47.42,1.31,0.78,12:28:23,12:28:39,1926064.276298,0.10540346674257095,5.79898459702E7
492,9,36.72,47,1.73,198,47.28,1.3,0.77,12:28:39,12:28:58,2717521.082313999,0.12234519840982383,7.397750625859997E7
493,9,33.46,48,1.72,152,46.96,1.26,0.79,12:28:58,12:29:14,1751756.2160269998,0.10090596577051136,6.740718651729997E7
494,9,36.81,50,1.75,204,48.13,1.32,0.79,12:29:14,12:29:32,1392790.0062509999,0.09037049610009751,5.072531015489999E7
495,9,40.0,63,1.85,300,50.0,1.31,0.75,12:29:32,12:29:54,1308232.80834,0.0875804272036742,4.0056605756E7
496,9,40.0,48,1.65,256,48.99,1.3,0.75,12:29:54,12:30:13,641535.2236960002,0.058853230265550005,1.976938284040001E7
497,9,40.0,61,1.87,300,50.0,1.32,0.75,12:30:13,12:30:36,2319065.479443,0.11442604949172441,5.824603080569998E7
498,9,35.54,42,2.0,138,50.0,1.35,0.75,12:30:36,12:30:51,505552.8247829998,0.05062719592995202,1.672250232170001E7
499,9,40.0,64,1.68,300,49.99,1.31,0.75,12:30:51,12:31:11,1526376.122962,0.09451936119648452,4.361240567380002E7
500,9,36.67,64,1.73,300,50.0,1.29,0.76,12:31:11,12:31:32,1446453.1399730002,0.09207328723197472,4.4573960622700006E7
501,9,40.0,52,1.89,300,50.0,1.34,0.75,12:31:32,12:31:54,863830.0822010001,0.07013462495506517,2.726707195990002E7
502,9,33.99,54,1.82,300,50.0,1.3,0.8,12:31:54,12:32:13,719213.8751300002,0.06305859612124198,3.101028837700002E7
503,9,40.0,58,1.82,300,50.0,1.33,0.75,12:32:13,12:32:35,1314671.4164879997,0.08779772230598426,3.762877889120001E7
504,9,37.2,67,1.78,300,50.0,1.33,0.77,12:32:35,12:32:55,971189.3390639997,0.07486630639451675,3.023658565360001E7
505,9,40.0,53,1.83,300,50.0,1.31,0.75,12:32:55,12:33:15,803110.8880129999,0.06727145938634949,2.633604059870001E7
506,9,35.72,53,1.8,139,46.52,1.29,0.77,12:33:15,12:33:31,2558598.6052669995,0.11931312457736398,6.914549139330001E7
507,9,39.15,32,1.79,180,49.89,1.34,0.75,12:33:31,12:33:51,2471931.1100749997,0.11759141988621002,5.2037132042500034E7
508,9,29.55,30,1.61,68,46.87,1.31,0.79,12:33:51,12:34:03,1872375.545378,0.10405493295012591,5.259709259220002E7
509,9,39.01,62,1.49,291,47.92,1.28,0.76,12:34:03,12:34:25,1377260.1105169998,0.08986814277242106,4.7717388718299985E7
510,9,40.0,54,1.95,300,50.0,1.33,0.75,12:34:25,12:34:46,1026512.2376339999,0.07715822081535695,2.8248285086600017E7
511,9,40.0,58,1.88,300,50.0,1.35,0.75,12:34:46,12:35:09,2382808.4686490004,0.11576676402786124,5.8955517155099995E7
512,9,38.02,44,1.9,194,50.0,1.33,0.75,12:35:09,12:35:27,741309.2780309999,0.06419919031881838,2.5939795006900012E7
513,9,40.0,63,1.78,300,50.0,1.31,0.75,12:35:27,12:35:49,1821154.7482809997,0.10273854454064257,4.118032437190001E7
514,9,37.57,60,1.99,300,49.91,1.32,0.76,12:35:49,12:36:09,611276.333359,0.05712523911674117,2.7934541484100014E7
515,9,40.0,55,1.73,300,50.0,1.32,0.75,12:36:09,12:36:32,1879040.900845,0.10422406151013952,4.979760575549996E7
516,9,37.38,44,1.93,291,50.0,1.35,0.75,12:36:32,12:36:52,1198330.1704479998,0.0837380295266823,2.7384791005200014E7
517,9,40.0,69,1.77,300,49.99,1.3,0.75,12:36:52,12:37:12,885942.8315310003,0.0711421885257979,2.703861662690001E7
518,10,28.23,36,1.8,73,46.7,1.32,0.78,12:37:12,12:37:23,1505860.084546,0.09390130944729869,4.276909797540003E7
519,9,40.0,61,1.83,300,50.0,1.32,0.75,12:37:23,12:37:45,2491584.6427459996,0.11798628874069017,6.3594193005399995E7
520,9,40.0,78,1.72,300,50.0,1.32,0.75,12:37:45,12:38:06,1838848.5720250001,0.10319666217217027,4.6316729617499985E7
521,9,35.83,45,1.62,205,49.59,1.32,0.75,12:38:06,12:38:24,1619000.3038980002,0.09723004054514184,4.329332125019999E7
522,9,40.0,63,1.84,300,50.0,1.32,0.75,12:38:24,12:38:46,2142956.6737879994,0.11055411457080266,5.39639196812E7
523,9,40.0,63,1.94,300,46.62,1.32,0.78,12:38:46,12:39:07,666510.8139560001,0.06024021527666479,2.6852973774400014E7
524,9,39.99,52,1.76,300,50.0,1.32,0.75,12:39:07,12:39:30,1895664.2316920003,0.10464373455490938,4.8948603430799976E7
525,9,34.55,64,1.57,300,47.02,1.3,0.77,12:39:30,12:39:50,1516452.044792,0.09422122352352336,4.219680554080001E7
526,9,40.0,56,2.0,300,50.0,1.32,0.75,12:39:50,12:40:12,1640622.1944040004,0.09784489556282994,4.51637595496E7
527,9,40.0,90,1.65,300,49.63,1.31,0.75,12:40:12,12:40:33,2002883.3143349998,0.10728019958413793,4.62701625365E7
528,9,36.58,53,1.72,225,49.33,1.33,0.77,12:40:33,12:40:52,1894900.761819,0.104624526209538,5.150953356809998E7
529,9,40.0,80,1.68,277,50.0,1.32,0.75,12:40:52,12:41:11,990705.0973810004,0.07568543573244302,3.16397869219E7
530,9,40.0,42,1.93,300,50.0,1.32,0.75,12:41:11,12:41:34,1218170.970926,0.0844510945086161,3.514226179740002E7
531,9,37.92,40,1.71,276,50.0,1.32,0.75,12:41:34,12:41:53,436107.366009,0.045902004762199855,1.83823232291E7
532,9,40.0,67,1.83,300,50.0,1.31,0.75,12:41:53,12:42:15,1803393.8530819998,0.10227502466222904,5.03182921018E7
533,9,33.91,36,1.74,120,47.36,1.31,0.78,12:42:15,12:42:30,1308876.0578299998,0.08760217320567754,4.048874921700001E7
534,9,40.0,76,1.89,300,50.0,1.32,0.75,12:42:30,12:42:51,1293912.414344,0.0870941531321554,3.833275864559998E7
535,9,34.64,30,1.78,60,49.55,1.34,0.75,12:42:51,12:43:05,806692.3519520005,0.06744444797151705,2.35359378448E7
536,9,40.0,62,1.87,300,50.0,1.3,0.75,12:43:05,12:43:28,1994356.2292570001,0.10707483704852394,6.038269867430001E7
537,9,33.25,39,1.92,123,46.17,1.32,0.8,12:43:28,12:43:42,841710.2647259997,0.06910837717849816,2.9294170877399977E7
538,9,40.0,73,1.79,300,50.0,1.32,0.75,12:43:42,12:44:04,1805010.9791159998,0.10231738161327963,5.404821003840002E7
539,9,34.17,38,1.81,214,50.0,1.35,0.77,12:44:04,12:44:22,1070378.391894,0.07891184816669217,2.8495671440600004E7
540,9,40.0,72,1.83,300,50.0,1.3,0.75,12:44:22,12:44:44,1647130.4433759998,0.09802869461956143,4.9671519532400005E7
541,9,37.81,61,1.76,189,49.69,1.29,0.75,12:44:44,12:45:02,2379704.2480519996,0.1157021770237261,6.2710546394800015E7
542,9,36.19,47,1.69,239,49.57,1.34,0.76,12:45:02,12:45:20,1048668.352362,0.07805072403435132,2.9195599513800018E7
543,9,40.0,58,1.89,300,50.0,1.3,0.75,12:45:20,12:45:43,2310678.8306730003,0.11424734938810999,7.00479029627E7
544,9,36.3,42,1.67,196,48.01,1.29,0.77,12:45:43,12:46:01,1772719.9113990003,0.10146567618431246,5.819785614009997E7
545,9,37.41,43,1.79,252,49.97,1.3,0.77,12:46:01,12:46:21,1757065.452836,0.10104822921848022,5.553418999640002E7
546,9,40.0,68,1.83,300,50.0,1.32,0.75,12:46:21,12:46:44,1870086.924906,0.10399674715370733,5.247044347939998E7
547,9,40.0,63,1.77,300,50.0,1.3,0.75,12:46:44,12:47:05,1085372.0386439997,0.07949903430123673,2.8613187305600006E7
548,9,40.0,57,1.85,299,49.99,1.32,0.75,12:47:05,12:47:27,2287473.4049410005,0.11375003834214148,5.52488858059E7
549,9,40.0,79,1.77,300,50.0,1.31,0.75,12:47:27,12:47:49,1761000.6771069998,0.10115345045409585,4.562537643930001E7
550,9,40.0,43,1.83,299,50.0,1.32,0.75,12:47:49,12:48:12,1490716.2685289998,0.09344080341956817,3.9645076437099986E7
551,9,35.08,36,1.73,158,48.57,1.3,0.77,12:48:12,12:48:29,2516394.2465969995,0.1184809966341478,6.641688059029998E7
552,9,34.93,50,1.62,133,47.41,1.29,0.78,12:48:29,12:48:44,2188530.6748699998,0.11158092913674356,7.084801785300003E7
553,9,36.55,44,1.91,235,48.16,1.32,0.76,12:48:44,12:49:03,1212179.1256099998,0.08423668927131112,3.2758527038999997E7
554,9,40.0,58,1.75,300,50.0,1.31,0.75,12:49:03,12:49:25,1322034.3225620002,0.08804520471495625,3.6757894853800006E7
555,9,38.74,79,1.8,233,48.18,1.28,0.76,12:49:25,12:49:44,1312507.7460740001,0.08772479306704328,4.314680261260001E7
556,9,40.0,47,1.83,300,50.0,1.34,0.75,12:49:44,12:50:05,1115542.898806,0.0806625192379189,2.7845363629400007E7
557,9,36.1,70,1.85,300,50.0,1.35,0.77,12:50:05,12:50:25,1355642.924305,0.08916147433052934,3.1994877439500015E7
558,9,40.0,45,1.82,300,50.0,1.3,0.75,12:50:25,12:50:48,1691478.2713370002,0.09926579829424731,4.5948206286299996E7
559,9,35.23,44,1.87,213,48.13,1.32,0.77,12:50:48,12:51:06,2119316.3142689997,0.11001429041680266,5.303177923309998E7
560,9,40.0,60,1.9,300,50.0,1.29,0.75,12:51:06,12:51:27,1479106.120361,0.09308523978288918,3.7104309383899994E7
561,9,40.0,56,1.78,300,50.0,1.34,0.75,12:51:27,12:51:49,1393030.5272239998,0.09037824187108612,3.3167393877600014E7
562,9,35.35,60,1.78,188,48.78,1.31,0.77,12:51:49,12:52:06,1551029.7912939999,0.09525339408932165,4.18627727106E7
563,9,40.0,57,1.82,300,50.0,1.32,0.75,12:52:06,12:52:29,1935290.490801,0.10563209143626784,5.11348564799E7
564,9,36.28,58,1.69,228,48.06,1.31,0.78,12:52:29,12:52:47,683488.8132509998,0.061163756556081195,3.1038310304900017E7
565,9,40.0,57,1.83,300,50.0,1.32,0.75,12:52:47,12:53:10,2050629.9191719997,0.10841692911821355,5.5265804922800004E7
566,9,34.99,47,1.77,176,49.92,1.3,0.75,12:53:10,12:53:27,1975921.0740289995,0.1066283632330065,5.436642033710003E7
567,9,34.92,42,1.84,164,48.61,1.29,0.77,12:53:27,12:53:43,2412467.238622,0.1163802952445423,6.82453703778E7
568,9,40.0,63,1.7,300,49.84,1.28,0.76,12:53:43,12:54:06,2242216.068227,0.11276782609216451,7.09651277173E7
569,9,38.42,55,1.83,230,48.75,1.27,0.75,12:54:06,12:54:26,2457460.122294999,0.11729897227445374,7.563793455049998E7
570,9,40.0,90,1.77,300,48.78,1.3,0.75,12:54:26,12:54:47,2536306.4262330006,0.11887506331276865,6.002125682670002E7
571,9,40.0,67,1.77,292,49.17,1.29,0.75,12:54:47,12:55:09,1687460.432248,0.0991548025755784,4.887858383519998E7
572,9,39.99,49,1.84,300,50.0,1.34,0.75,12:55:09,12:55:32,1691806.0117300006,0.09927484297351463,4.0965659237E7
573,9,39.2,62,1.85,259,50.0,1.32,0.75,12:55:32,12:55:50,814527.625887,0.06782105315946274,2.5819709131300006E7
574,9,40.0,53,1.82,300,50.0,1.32,0.75,12:55:50,12:56:13,2254648.4009120003,0.11303928739389746,5.6687802078799985E7
575,9,37.43,39,1.73,181,49.09,1.3,0.76,12:56:13,12:56:32,2455399.7415690003,0.11725721503023756,6.5980677003099985E7
576,9,33.54,42,1.84,113,49.05,1.32,0.76,12:56:32,12:56:46,1897625.6730360007,0.10469305391353245,5.1045081896399975E7
577,9,40.0,56,1.91,300,50.0,1.32,0.78,12:56:46,12:57:09,1721535.3287530001,0.1000894608455627,4.8615390854699984E7
578,9,39.99,57,1.76,300,50.0,1.32,0.75,12:57:09,12:57:31,1547031.288017,0.095134976920215,4.1124172028299995E7
579,9,35.11,44,1.8,217,48.33,1.28,0.77,12:57:31,12:57:49,2684429.5220750007,0.12172656130913029,8.198814188250002E7
580,9,38.43,35,2.0,236,50.0,1.35,0.75,12:57:49,12:58:09,681462.2693859999,0.061054319492195086,1.90703383214E7
581,9,40.0,78,1.7,300,50.0,1.3,0.75,12:58:09,12:58:30,1627497.568623,0.09747245584059883,5.372189223769999E7
582,9,37.15,42,1.98,277,50.0,1.34,0.75,12:58:30,12:58:51,1270933.066035,0.08630510711997097,3.374449355650001E7
583,9,40.0,59,1.74,300,50.0,1.31,0.75,12:58:51,12:59:13,1561586.527577,0.0955648719107367,4.1762997502299994E7
584,9,33.43,52,1.78,264,48.43,1.31,0.78,12:59:13,12:59:31,872368.3560389997,0.07052580803799624,3.281433542610001E7
585,9,40.0,61,1.85,300,50.0,1.32,0.75,12:59:31,12:59:54,2401784.0142840003,0.11616003616377513,6.13718109316E7
586,9,33.94,44,1.75,149,47.13,1.33,0.78,12:59:54,13:00:10,1808992.4263259997,0.1024215349962887,5.199187557739997E7
587,9,40.0,60,1.84,300,50.0,1.31,0.75,13:00:10,13:00:32,2008799.378281,0.10742225541698613,5.5823263331899956E7
588,9,40.0,61,1.78,300,50.0,1.31,0.75,13:00:32,13:00:53,1608138.0150110002,0.09691866506099722,4.110728965890001E7
589,9,40.0,53,1.84,300,50.0,1.32,0.75,13:00:53,13:01:16,1223246.5441130002,0.08463208496070429,3.1569890128700007E7
590,9,39.27,73,1.78,300,50.0,1.32,0.75,13:01:16,13:01:36,1683582.7176229996,0.09904747556472104,4.403480233769995E7
591,9,40.0,50,1.84,300,50.0,1.31,0.75,13:01:36,13:01:59,1252693.1682460003,0.08567095521495038,3.629576622540001E7
592,9,36.72,59,1.86,195,50.0,1.33,0.75,13:01:59,13:02:16,1173071.529996,0.08281715852176275,3.701905814039997E7
593,9,40.0,56,1.82,300,50.0,1.32,0.75,13:02:16,13:02:39,1738919.8076090005,0.10056055811932763,4.603921560909996E7
594,9,34.43,43,1.91,300,49.54,1.3,0.76,13:02:39,13:02:59,1300071.0111369996,0.08730378566531272,3.7025053636300005E7
595,9,40.0,63,1.82,300,50.0,1.33,0.75,13:02:59,13:03:20,1230822.7253169997,0.08490118184979578,3.505676804830001E7
596,9,37.11,41,1.75,201,48.75,1.32,0.76,13:03:20,13:03:39,1250953.8971940002,0.08561011635943228,4.096179711059999E7
597,9,40.0,62,1.83,300,50.0,1.32,0.75,13:03:39,13:04:00,1560292.6984439995,0.09552678767742329,4.426680223559996E7
598,9,33.71,46,1.89,167,48.65,1.31,0.79,13:04:00,13:04:16,1291357.3056479997,0.08700695383160584,4.12354062152E7
599,9,40.0,63,1.82,300,50.0,1.32,0.75,13:04:16,13:04:37,1310295.7746059997,0.08765013961693202,3.861659825939998E7
600,9,40.0,75,1.76,300,50.0,1.32,0.75,13:04:37,13:04:58,1122854.5013549998,0.08094093022013005,3.453349737450001E7
601,9,40.0,42,1.89,300,50.0,1.32,0.75,13:04:58,13:05:21,1982599.7295400002,0.10679050653913924,4.7787865526000015E7
602,9,37.88,53,2.0,300,49.65,1.34,0.76,13:05:21,13:05:40,492275.6583009999,0.04975451909785589,1.54377623199E7
603,9,40.0,57,1.75,299,50.0,1.3,0.75,13:05:40,13:06:03,1109295.773466,0.0804235569623859,3.891462951339999E7
604,9,32.08,50,1.9,111,47.43,1.28,0.81,13:06:03,13:06:15,522521.220739,0.05172280936256146,1.8360396676099997E7
605,9,40.0,63,1.8,300,50.0,1.33,0.75,13:06:15,13:06:37,1788464.149124,0.10188250709358826,4.23143796376E7
606,9,40.0,53,1.82,277,50.0,1.35,0.75,13:06:37,13:06:58,1177834.5407759997,0.08299194858307302,2.76559692124E7
607,9,39.99,58,1.82,300,50.0,1.31,0.75,13:06:58,13:07:20,1398143.5131700002,0.09054265434575526,4.178111771299998E7
608,9,37.77,77,1.56,234,50.0,1.31,0.75,13:07:20,13:07:37,746906.070817,0.06448445375501688,2.9941941168299995E7
609,9,40.0,52,1.99,300,50.0,1.32,0.75,13:07:37,13:07:59,2232693.426559,0.11255904389410332,4.893620483409999E7
610,9,40.0,67,1.77,300,50.0,1.32,0.75,13:07:59,13:08:21,1623856.7755149999,0.09736871356887922,3.780810487849998E7
611,9,40.0,50,1.86,300,50.0,1.32,0.75,13:08:21,13:08:43,2417022.9260299997,0.1164739706001976,5.361920504699999E7
612,9,38.58,30,1.94,238,49.06,1.3,0.76,13:08:43,13:09:04,819914.7065350004,0.06807852871330988,3.0428824386499994E7
613,9,40.0,70,1.77,300,50.0,1.32,0.75,13:09:04,13:09:24,868202.1270389997,0.07033527058202727,2.74663725461E7
614,9,40.0,55,1.79,300,49.9,1.34,0.75,13:09:24,13:09:47,2432183.339871,0.11678463246653825,5.186377801290001E7
615,9,36.21,40,1.73,167,48.85,1.3,0.77,13:09:47,13:10:05,2579433.595981,0.11971962657534929,7.231968953190002E7
616,9,36.06,55,1.78,182,48.87,1.3,0.76,13:10:05,13:10:22,2141500.7383749997,0.1105210122039002,6.171079168249998E7
617,9,35.94,53,1.74,114,48.31,1.32,0.77,13:10:22,13:10:36,1295501.480988,0.08714831694694603,3.867246196119999E7
618,9,40.0,59,1.89,300,50.0,1.32,0.75,13:10:36,13:10:59,2665598.4512789994,0.12137160431373895,7.136940867210002E7
619,9,32.57,30,1.84,294,46.82,1.32,0.82,13:10:59,13:11:21,2070695.9146829997,0.10888811774093132,7.436112394170001E7
620,9,39.92,52,1.75,273,48.76,1.32,0.75,13:11:21,13:11:43,2173342.64022,0.11124073103588006,5.081719307799997E7
621,9,39.45,55,1.95,259,49.03,1.34,0.75,13:11:43,13:12:02,1123522.730797,0.0809663072164939,2.5647737750299998E7
622,9,40.0,58,1.73,300,50.0,1.31,0.75,13:12:02,13:12:24,1789544.3675430003,0.10191099648485746,4.399448672569999E7
623,9,40.0,79,1.84,300,49.98,1.3,0.75,13:12:24,13:12:45,948408.6929019997,0.07389489154019313,3.271934836980002E7
624,9,40.0,46,1.81,300,50.0,1.32,0.75,13:12:45,13:13:07,859998.502965,0.06995819321070607,2.6536262593500007E7
625,9,40.0,70,1.66,300,48.41,1.29,0.77,13:13:07,13:13:30,2146833.9262669985,0.11064217703945212,6.470026317330002E7
626,9,36.27,65,1.57,188,50.0,1.31,0.75,13:13:30,13:13:46,2059459.5658240002,0.10862473533342487,4.55765920876E7
627,9,40.0,76,1.99,300,50.0,1.3,0.75,13:13:46,13:14:06,936375.6682199996,0.07337496005223088,2.5576769238000013E7
628,9,39.99,56,1.7,300,50.0,1.33,0.75,13:14:06,13:14:28,1172959.5896710004,0.08281304414993529,3.5555693812900014E7
629,9,40.0,83,1.66,300,48.91,1.27,0.75,13:14:28,13:14:49,1293485.0904840003,0.08707957891736684,4.474487354159998E7
630,9,40.0,48,1.83,300,50.0,1.35,0.75,13:14:49,13:15:12,1841625.1791480002,0.10326822536046021,4.21934630452E7
